"created_at","screen_name","text","retweet_count","name","location","description","followers_count","long","lat"
"2020-08-12 12:04:40","rodduke","Watched @thevastofnight | wow $700k budget? Great job! Stick with it through the opening scenes at the basketball game, and you will be glad you did. #radio #space #visitors #TwilightZone #TheVastofNight #captivating #Mysterious #filmfan",0,"Charger Rod","Alabama","Bleeds UAH Charger Blue, Drinks Coffee, Loves Family, Country, Basketball, and Golf. PS. Only Chargers understand the pic! UAH Athletics Hall of Honor Member.",597,-86.902298,32.3182314
"2020-08-12 11:34:39","HapNStance1","Another #view from this #exomoon, which has a double star.  Also, my post yesterday looking toward the exomoon's #gasgiant.  From my #travels in #SpaceEngine. #universe #simulation #space #stars #exoplanets #planets #moons #rings #mountains #extrasolar @SpaceEngineSim https://t.co/hodBd1BFcG",0,"Hap N Stance","Denver, CO, USA","Astronomy geek.  Space art enthusiast.  Also make Space Engine videos...on You Tube at Hap N Stance.  Michael Holzinger, Associate Member of IAAA.",954,-104.990251,39.7392358
"2020-08-12 09:58:35","GikaRealty","While some are #working from #home, the #RealEstate  #market begun to #reshuffling. People need more #space at home, #privacy and #furniture that's fit the new working place #reality. https://t.co/Ww2TabBouS",1,"Gika Realty","Delaware, USA","Real Estate",11,-75.5276699,38.9108325
"2020-08-12 09:32:25","bradleyschutt","Welp, I saw one meteor after sitting in our backyard being insect breakfast. One meteor. My meteor. Just for me. No one else. Thanks, space. #PerseidMeteorShower #nasa #space #timeforallthecoffee",0,"Bradley Schutt","Millsboro, DE","Ordained Elder in The United Methodist Church. It’s my job to try and keep up with my wife and two young daughters. Anything shared is my own views/thoughts.",270,-75.2913018,38.5915023
"2020-08-12 07:42:54","machinelearnTec","🚀NASA uses Virtual Reality to train astronauts! 

#AI #MachineLearning #VR #Space 

@VRScout @SpirosMargaris @HaroldSinnott @Paula_Piccard @gvalan @ipfconline1 @mvollmer1 @ShiCooks @Droit_IA @diioannid @labordeolivier @kalydeoo @Ym78200 @Nicochan33 @ahier https://t.co/I7qvUfuT5n",5,"Machine Learning","New York, USA","Sharing all #latest #news about #ArtificialIntelligence #MachineLearning #DeepLearning #Bigdata #Robotics",2863,-74.0059728,40.7127753
"2020-08-12 06:58:23","tbdnonymous","#ABCNews #space
CSIRO Parkes Radio Telescope – The Dish – lands on the National Heritage List | ABC News https://t.co/vDNvcHxRt7 via @YouTube",0,"Mira Behn","New Albany, IN","#MarsOrBust

Honesty demands no penalty.
~ Mira Behn",2411,-85.8241312,38.2856247
"2020-08-12 06:15:27","Totemical","Melting Sun ( Drifting star mourning ) - 2020 is now open for bids on @SuperRare_co with a 3.43Ξ Buyout.
🚀💎⚡️✨ 

https://t.co/34ZE2ZG4OQ 

#cyrptoartist #superrare #Cryptoart
#3d #animation #astronaut #c4d #cyberpunk #CyptoTrippin #gif #Neuromancer #octane #psychedelic #space https://t.co/6KJfSw8Rel",5,"Totemical","Seattle, WA","Crypto_tripper at https://t.co/vjeiwQ8n1A
Computer_artist at https://t.co/XsYcmiO4ZH",460,-122.3320708,47.6062095
"2020-08-12 05:18:19","istockhistory","What To Do, Scientifically, When Everyone Is Wrong #astronomy #space  https://t.co/RfxZfxkfX0",8,"istockhistory","San Diego, California","Grew up #20thcentury grew old #21century proudly particular #arts #history #archaeology #culture  #science #technology #space #innovation #exploration #nature",40854,-117.1610838,32.715738
"2020-08-12 05:03:36","riomarcos1","""Astronomical"" available in my @DesignByHumans

 shop in tshirts, prints, stickers, etc:
https://t.co/RUmuJ5ZYB6

#scifiart #scifi #spacestation #Space #SpaceForce #tshirt #tshirtdesign #Stickers #sticker #Dragon #dragons #hoodie #hoodies #artprint #art #drawing #drawingoftheday https://t.co/hWMjVtsF6b",0,"Riomarcos Go Brrr! Free Hong Kong! Free Belarus!","Washington, DC","Illustrator, Graphic Designer, Pizza Eater",349,-77.0368707,38.9071923
"2020-08-12 04:49:21","LuluWalcott1","#Space #Science #Perseids --&gt; Perseid meteor shower 2020: When, where and how to see it https://t.co/p30Woslamq via @nbcnews",0,"Lulu Walcott 🦂 Green Bernie Bro @GreenPartyUS🌻","Los Angeles, CA","Green-eyed Jamaican🇯🇲Irish🇮🇪 #Mulatto in L.A. Progressive. Independent. Actor. #Atheist #Feminist #Bernie2020 #NotMeUs @GreenPartyUS 🌻 @4apeoplesparty 🌎🌞",1963,-118.2436849,34.0522342
"2020-08-12 04:45:00","MindsEyeShow","The real science behind SETI’s hunt for intelligent aliens https://t.co/xasHqAGuhg

#AlienDNA #Science #Extraterrestrials #UFOs #space #cosmos #SETI #Alien #ufodisclosure #scienceweek #aliensarereal #Sciences #aliens #alienlivesmatter #ScienceAtHome #SpaceX #SpaceForce #UFO",0,"Mind's Eye Podcast","Baltimore, MD","Feed your head, engage your brain and enter The Mind's Eye. An audiotorium of audacity. Thursdays at 8pm ET on @Stitcher @ZTalkRadioNet.",863,-76.6121893,39.2903848
"2020-08-12 04:44:04","JimmyRobertsTS","#GoodNight #Star Peeps, time to #Wish Upon A Star!
https://t.co/aRK3girdG3
#JimmyRoberts🎸.Jrob #Lover #Love #Space #Dreams #Cinema #ScienceFiction #SciFi #Fantasy #trending #disney #disneyland #disneyworld #Avengers #marvel #indiemusic #indieartist #pop #popmusic #popculture",2,"🅙🅘🅜🅜🅨 🅡🅞🅑🅔🅡🅣🅢","Nashville, TN","The Immortal Songwriter ~ Jimmy  has written 1000's of songs and recorded some of them also and has written songs for many nationally known artist.",1363,-86.9061437,36.0608046
"2020-08-12 04:38:58","ISF_FL","Don't forget 🤓🖤 ~#MeteorShower #PerseidsMeteorShower #NightSky #Space #Universe  🌌💫💫 https://t.co/iiVgkEKLrz",0,"VivWolf","FL","A place 4 wonderful folks tryin 2 spread the word even further! https://t.co/42EOekDoEt ~Just a lil' wolf w/a love for #Art, #Science, #Nature & #Food 🐺",3598,-81.5157535,27.6648274
"2020-08-12 04:19:33","v_e_e_e_e","Girls love science. #CampGalileo #space #explorer #wistem https://t.co/KqyJoa5Y1e",0,"Vivian Y Chang","Los Angeles, CA","Grateful mom. Liberal feminist. Former foodie. Views are my own. @marlborough @wellesley @uchicago @ucla Follow my professional account @vchang_lab she/her/hers",279,-118.2436849,34.0522342
"2020-08-12 03:17:25","ZGFGaming","Yeah, my ambition is getting the better of me again. Uh oh. Going to need to revamp it or something, too big, need to make it smaller. Streaming Space Engineers at https://t.co/mzMqPAqTMq

#SupportSmallStreamers #SpaceEngineers #space #twitch #stream #streaming #streamer #live https://t.co/jhj1mjzJTY",0,"ZGF Gaming","Utah, USA","Gaming community and streamers centered around tolerance and fun! https://t.co/HiQ0C9MGox 

Variety streamer with D&D and more!",158,-111.0937311,39.3209801
"2020-08-12 03:10:41","RPimpsner","My weekly vlog is now live! 

Check it out on #YouTube or here:
https://t.co/10uEWRqqr0

#BackToSchool #EngineeringStudent #Space #Science",2,"Robert M. Pimpsner","Staten Island, NY","Founder, Managing Partner - @PinstripedPros  | #Yankees #MiLB Beat Writer since 2003  |  #KappaSigma and #Freemason  |  Photographer  |  Cook  | Wrestling Fan",2686,-74.1415,40.5698333333333
"2020-08-12 02:45:32","CapstoneGlobal1","Fascinating @universal_sci! 
#space #universe #NASA https://t.co/Hy5HhTOAIH",0,"Capstone Global Education","Florida","📚Capstone Education offers original, customized academic services for students, ESL teachers, schools, and education companies worldwide.",224,-81.5157535,27.6648274
"2020-08-12 02:38:28","EllaAlderson2","A lesson from Carl Sagan’s “Cosmos”: there are no typical galaxies, stars, or planets. Each one is a triumph against huge odds. Most of the universe is vacant, and because of this every planet is achingly rare and lovely. #space #science #astronomy",0,"Ella Alderson","Atlanta, GA","I'm an astrophysics writer equally in love with both the universe around us and the one we create with language. ""Our destiny lies above us"".",31,-84.3879824,33.7489954
"2020-08-12 02:26:46","SASIArizona","The idea that liquid water can remain preserved on dwarf planets and asteroids is an intriguing one for scientists: https://t.co/nNshE8GrIy #nasa #space",3,"The Science Arts and Space Institute","Tucson, AZ","Our mission is to share a passion for science, the arts & space by providing exceptional programs, exhibits & resources that are accessible to everyone.",732,-110.9747108,32.2226066
"2020-08-12 01:26:27","DevCleary","Turns out, #Space smells like Seared steak🥩, Raspberries and Rum.

And now you can too. 

https://t.co/BKzYqJq3Lg",1,"Devin Cleary 🏳️‍🌈","Boston, MA","Experiential marketer & storyteller @PTC |  🎟 @LiveWorx producer #digitaltransformation | @eventmarketer dreamteam '17 | prev. @HubSpot + @RedCross #eventprofs",4401,-71.0588801,42.3600825
"2020-08-12 01:08:34","sanjaykalra","With all the light pollution in urban areas, this is perhaps your best bet to view the #PerseidMeteorShower. @nasa #space https://t.co/TinL5slrrj",0,"Sanjay Kalra | Digital Transformation Sherpa","San Francisco, CA","Helping my customers navigate Digital Disruption by harnessing AI, ML, Robotic Automation & Analytics. *All tweets & opinions are personal. Pronouns: He/Him/His",2464,-122.4194155,37.7749295
"2020-08-12 00:40:50","harbingeralpha","Make your brain big, check this out. #space #nasa #science #astronomy #research https://t.co/8z5kbEfnKx",0,"Dennis Bonilla","Phoenix, AZ","Inventor and Engineer,
Business Owner @BaltuTech,
Teacher @ASU,
Co-Host @PHXVR,
Speaker & Collaborator
Developing Tools for the Future of Work",2088,-112.0740373,33.4483771
"2020-08-12 00:39:54","ThatSaltyGinger","20 MINUTES until my crystalline girl Valla Sallabralta takes to the stars!
Join us over on @saltysweetgames for the PREMIERE of our #BurnBryte campaign ""Against The Stars"" - GM'd by @KiennaS 

I haven't decided on a character voice yet - HALP

#ttrpg #space https://t.co/NxeKEzE1Oc",11,"ThatSaltyGinger","Seattle, WA","Lauren | 1/2 of @SaltySweetGames | #ttrpg streamer/producer | Bi | She/Her | @allysonrobinson’s GF | GM for @MagpieOfficial https://t.co/QaZz2sOuY9",1926,-122.3320708,47.6062095
"2020-08-12 00:35:09","Drexler50296776","My @mixcloud account. Mixcloud is cool like space. #mixcloud #space https://t.co/S0BGgkZS5a",0,"Drexler","austin, texas","space monkey 
https://t.co/Dq4uX4cm1P",2,-97.7430608,30.267153
"2020-08-11 23:49:34","Cowgirl_76","Meteor shower peaks tonight...✨💫 #space
#PerseidMeteorShower https://t.co/Dea96TzRI8",0,"Rebekah Ruth☔","Texas, USA","I'm a bit rock&roll a bit country,  both sweet and sassy, believe life is beautiful and messy, humor is necessary, I care about things deeply. US born UK bound.",488,-99.9018131,31.9685988
"2020-08-11 23:28:15","StarryMag",".@smoyer and #CasperVanDien chat exclusively with reporter @maggiesta_ about starring in the new @Lionsgate film #GLOC at https://t.co/nvJl6cZmk5! #scifi #space https://t.co/p9rZnimKrU",1,"StarryMag","Weston, Florida","Online magazine featuring interviews, contests, DVD reviews, and more! Instagram: StarryMag  Tumblr: https://t.co/oewRvdhsex",15317,-80.3997748,26.1003654
"2020-08-11 23:19:12","ReviewLost","Life on a Tidally Locked Planet  https://t.co/BhqDPsB6zG 
#scifi #sciencefiction #books #space",1,"Lost Coast Review","Newport Beach, CA USA","Lost Coast Review is an intellectual blog, which includes book reviews, film reviews, poetry and commentary.",1080,-117.9298493,33.6188829
"2020-08-11 22:37:49","BPAlverson","Ha. The Expanse all the way
#amazonprime #scifi #tv #space  https://t.co/0bwTGxDY4E",0,"B.P. Alverson | Author","Gaffney, SC","Novelist of #Fantasy/#Horror/#Scifi | Video Game Developer/Plot Producer | Husband to @Kristinnator | Proud Father to my Son & Daughter | #MentalHealthAdvocate",1676,-81.6498195,35.0717945
"2020-08-11 22:30:51","THERESA35906612","once in a blue moon ... theresacrossphotography #moon #moonphoto #Astrophotography #moonphotography #Space #universe #nothingbutlovehere https://t.co/HRa7tfxkhn",0,"theresacross","Florida, USA","currently orbiting with one heavenly body around another ✨earth, moon and rocket photographer | contributor at Medium | https://t.co/rSc6fPwDhF",355,-81.5157535,27.6648274
"2020-08-11 22:26:06","MizureX5","Perseid Meteor Shower Peaks After Midnight. NASA Says It's 'One Of The Best' ☄️ https://t.co/woAc04eyUv #PerseidMeteorShower #NASA #Space",1,"RP мιzυяу™","New York, NY","24 | Professional Nerd | CyberSecurity | Military Enthusiast | Investor | Music Producer | Graphic Designer | Squad: @Lytrox @Olyoski | Team @BringThePower",2614,-74.005974,40.712776
"2020-08-11 22:07:00","addamthecomic","Material Grinding and powerplay stuff possibly some combat in elite dangerous. #elitedangerous #space #twitch #stream #livenow
https://t.co/wrTOMrnsmg",1,"TheAdman2315","Philly, PA","15D PA National Guard/Manufacturing Engineer/Streamer/Philly Team Lead OSD @Osd_Phily",299,-75.2076666666667,39.9721666666667
"2020-08-11 21:54:42","jennjun","Created a new #mars inspired #design #liveonmars #colonizemars #space https://t.co/g1eOTJM7sg #findyourthing #redbubble",1,"jennjun","Portland, Oregon","USA-based designer and illustrator. A pixel 👾 adventurer making fun, inspiring, creative things. https://t.co/lKjCnd9SEx🎉",23,-122.6587185,45.5122308
"2020-08-11 21:47:50","StageRightofCO","Space theme kids bedroom in the house I staged today #Condo #Space #Aspronaut https://t.co/ouX3yuYoS5",1,"Stage Right Home Staging and Design","Colorado, USA","I serve the Boulder County area. Helping Realtors sell your home for top dollar and quicker. The buyers first impression is the only Impression!",398,-105.7820674,39.5500507
"2020-08-11 21:15:40","spaceportla","Oh no... This is terrible news! Hope #Arecibo will be fixed soon! 😬🥺
#Space #Astronomy 🔭📡🔭📡 https://t.co/XSpyL0mlGR",1,"Spaceport LA","Los Angeles, CA","SpaceportLA aims to unite, build, and support a space professionals’ community in Los Angeles. We are enthusiasts, architects, engineers, and more! #SpaceportLA",888,-118.2436849,34.0522342
"2020-08-11 20:53:45","JStevenYork","Reusable rockets will show their use and milage like railroad rolling stock. We'll be lucky if we dont get graffiti! #spacex #space https://t.co/19YLmc29Bt",0,"J. Steven -social distancing helmet- York","Oregon Coast","National-best-selling, multi-published author, novelist, shortlisted best American mystery story 2019, space enthusiast, maker, really tall guy.",1127,-124.1,44
"2020-08-11 20:23:31","aldoceccarelli","How to Track the #Emissions of Every Power Plant on the Planet from #Space  https://t.co/7C1ccMOs17 #green",0,"Aldo Ceccarelli","#Twitter","top💯 of most social CIOs, ICT specialist editor",13859,-122.416666666667,37.7726666666667
"2020-08-11 20:14:22","DrewCareyMD","Bio-mechanical changes may help explain #optic disc and globe changes associated with prolonged #space #flight. Risk of vision loss may be a major limiting factor for long duration missions for #astronauts https://t.co/47l0ZRWUQ6",2,"Drew Carey, Eye MD","Baltimore, MD","Neuro-ophthalmology, Medical & Genetic Retinal, Wilmer Eye Institute, Johns Hopkins Medicine
https://t.co/YnUYs3oBDh",806,-76.6121893,39.2903848
